churned,id,customer_code,co_name,total_spend,week_minus_4,week_minus_3,week_minus_2,last_week,4-3_delta,3-2_delta,2-1_delta
0,1480,2007,Moore Ltd,58068.11,2.49,0.91,1.79,0.89,-1.58,0.88,-0.9
0,1481,2913,Martin Hendricks and Wheeler,48553.97,0.91,1.91,1.2,1.64,1,-0.71,0.44
0,1482,2635,Johnson-Hampton,44803.38,1.94,2.08,0.78,1.9,0.14,-1.3,1.12
0,1483,92,Hurley Maxwell and Bradley,3689.03,1.98,0.84,0.09,0.17,-1.14,-0.75,0.08
0,1484,1616,Reeves LLC,44866.96,0.9,1.58,1.8,1.68,0.68,0.22,-0.12
0,1485,1609,Jones Ltd,5148.18,1.26,2.26,2.22,1.56,1,-0.04,-0.66
0,1486,793,Reese Walsh and Obrien,40792.72,0.3,0.28,0.95,0.24,-0.02,0.67,-0.71
0,1487,2701,Shelton-Watson,51403.41,1.08,2.39,1.43,1.88,1.31,-0.96,0.45
1,1488,533,Manning Anderson and Dorsey,26694.91,2.39,1.75,0.05,2.15,-0.64,-1.7,2.1
0,1489,852,Lawson Ltd,19615.54,1.09,2.06,1.52,0.04,0.97,-0.54,-1.48
0,1490,517,Jones PLC,32657.56,0.09,1.69,0.21,2.06,1.6,-1.48,1.85
0,1491,174,Chapman-Lewis,60574.03,0.79,2.35,0.41,1.72,1.56,-1.94,1.31
0,1492,1831,Rogers-Henderson,33771.1,0.37,0.16,1.94,1.54,-0.21,1.78,-0.4
0,1493,314,Griffin Johnson and Torres,13909.26,1.16,1.55,0.14,2.3,0.39,-1.41,2.16
0,1494,48,Heath Ltd,10322.58,1.9,1.92,0.38,1.3,0.02,-1.54,0.92
0,1495,1324,Brooks-Brown,32658.61,0.67,0.65,1,0.45,-0.02,0.35,-0.55
0,1496,537,Lawrence and Sons,64288.54,1.15,1.03,0.69,0.76,-0.12,-0.34,0.07
0,1497,768,Livingston-Juarez,62746.87,0.93,1.84,2.15,2.19,0.91,0.31,0.04
0,1498,1123,Ross Inc,29355.8,1.49,0.09,1.58,2.25,-1.4,1.49,0.67
0,1499,333,Sutton-Price,71397.8,0.32,1.24,0.29,0.07,0.92,-0.95,-0.22
0,1500,1708,Rodriguez Barber and Conway,18836.86,2.39,1.63,1.54,1.78,-0.76,-0.09,0.24
0,1501,827,Friedman-Olsen,47080.25,1.54,0.68,0.8,0.54,-0.86,0.12,-0.26
0,1502,2440,Duffy-Weber,65442.83,0.54,0.86,0.18,1.22,0.32,-0.68,1.04
0,1503,398,Harris-Johns,9263.76,1.13,0.13,2.49,1.55,-1,2.36,-0.94
0,1504,286,Williams-Meza,4023.85,0.02,0.9,1.64,2.41,0.88,0.74,0.77
0,1505,2790,Gonzales Cruz and Wright,36385.77,0.85,1.36,1.7,1.63,0.51,0.34,-0.07
0,1506,2821,Hall Ltd,71711.03,1.12,2.25,1.95,1.39,1.13,-0.3,-0.56
0,1507,291,Mckinney Johnson and Summers,70104.79,2.22,1.95,0.61,0.85,-0.27,-1.34,0.24
0,1508,951,Harris-Ferguson,31730.93,1.76,0.39,1.36,2.21,-1.37,0.97,0.85
0,1509,1404,Williams Daniel and Yang,50891.02,1.65,0.21,1.43,2.45,-1.44,1.22,1.02
0,1510,208,Parker Walters and Brooks,11009.25,1.54,1.44,1.35,1.79,-0.1,-0.09,0.44
0,1511,2724,Davis Ball and Johnson,11946.79,1.71,1.81,1.09,0.51,0.1,-0.72,-0.58
0,1512,2556,Miller-Bryant,78879,1.7,0.86,0.74,0.8,-0.84,-0.12,0.06
0,1513,1576,Peterson PLC,54870.35,1.75,0.37,1.39,0.69,-1.38,1.02,-0.7
0,1514,1331,Mack Cooper and Ross,22501.16,1.45,1.25,0.24,0.92,-0.2,-1.01,0.68
0,1515,2382,Martinez Ltd,56894.1,1.66,2.15,1.94,0.19,0.49,-0.21,-1.75
0,1516,655,Alvarez Ltd,66728.48,2.28,2.09,0.71,2.14,-0.19,-1.38,1.43
0,1517,1564,Hunter-Brown,67839.6,2.26,1.73,2.31,1.3,-0.53,0.58,-1.01
0,1518,2686,Johnson-Johnson,40401.74,0.59,0.18,0.64,2.1,-0.41,0.46,1.46
0,1519,1216,Mata Lucas and Greene,30926.7,2.14,1.19,1.89,1.15,-0.95,0.7,-0.74
0,1520,2214,Marks Gibson and Ayers,13263.7,1.21,0.41,0.77,1.09,-0.8,0.36,0.32
0,1521,956,Greene Cox and Miller,5299.87,0.96,1.13,1.11,1.17,0.17,-0.02,0.06
0,1522,669,Maldonado-Mata,35426.31,1.27,0.38,2.01,0.72,-0.89,1.63,-1.29
0,1523,2529,Martin PLC,33151.63,1.64,0.42,0.28,2.44,-1.22,-0.14,2.16
0,1524,220,Bowers Young and Hernandez,79861.98,2.28,2.27,0.94,0.13,-0.01,-1.33,-0.81
0,1525,588,Mathis Kline and Carr,17683.61,1.23,1.6,2.12,0.35,0.37,0.52,-1.77
0,1526,1781,Soto-Gibson,46478.69,1.33,1.79,2.33,1.03,0.46,0.54,-1.3
0,1527,137,Waters Hubbard and Alvarado,52175.58,1.68,0.62,1.61,0.61,-1.06,0.99,-1
0,1528,1510,Jackson Allen and Rogers,37691.26,1.35,2.44,2.08,1.95,1.09,-0.36,-0.13
0,1529,2410,Harrison-Ross,69525.52,1.16,0.05,2.25,0.07,-1.11,2.2,-2.18
0,1530,838,Boone and Sons,61623.38,0.71,0.3,1.37,1.47,-0.41,1.07,0.1
0,1531,1919,Morgan-Parker,71760.68,2.39,1.5,2.39,0.03,-0.89,0.89,-2.36
0,1532,1355,Hatfield-Copeland,42221.42,1.44,0.92,0.54,0.94,-0.52,-0.38,0.4
0,1533,721,Saunders PLC,49690.4,0.15,0.95,1.95,0.66,0.8,1,-1.29
0,1534,252,Avila Graham and Schmidt,76151.96,0.52,2.31,2.03,2.45,1.79,-0.28,0.42
0,1535,1809,Fry-Dorsey,47961.69,0.72,0.86,0.07,0.64,0.14,-0.79,0.57
0,1536,119,Ramirez Hunt and Hanson,4044.44,0.2,0.23,1.39,1.55,0.03,1.16,0.16
0,1537,2223,Dean Ltd,2253.27,0.14,1.12,1.65,0.31,0.98,0.53,-1.34
0,1538,2229,Cooper-Turner,69475.46,2.26,2.43,0.04,1.39,0.17,-2.39,1.35
0,1539,1464,Berry Ltd,12394.79,1.57,0.98,2.18,1.76,-0.59,1.2,-0.42
0,1540,2652,Cole Maynard and Robinson,34354.3,0.08,1.3,0.21,0.93,1.22,-1.09,0.72
0,1541,529,Vega Woods and Cain,69539.98,2.26,2.22,1.11,1.99,-0.04,-1.11,0.88
0,1542,2075,Vasquez-Harris,63796.79,1.1,1.93,1.33,1.57,0.83,-0.6,0.24
0,1543,2484,Patel-Knight,76588.52,1.67,0.5,1.05,0.74,-1.17,0.55,-0.31
0,1544,2104,Peterson-Long,54198.16,0.22,0.21,0.8,0.98,-0.01,0.59,0.18
0,1545,2334,Wright Robinson and Walker,24366.35,0.1,0.56,1.12,0.79,0.46,0.56,-0.33
0,1546,823,Harding-Friedman,14795.5,1.97,2.05,0.15,1.38,0.08,-1.9,1.23
0,1547,1130,Burgess-Campbell,20029.04,1.7,2.25,1.13,0.39,0.55,-1.12,-0.74
0,1548,2563,Martin LLC,2567.65,0.29,2.45,0.44,2.48,2.16,-2.01,2.04
0,1549,2963,Haas-Lopez,57727.35,0.68,0.01,0.72,1.38,-0.67,0.71,0.66
0,1550,2456,Browning Group,66133.8,0.76,0.26,0.04,0.52,-0.5,-0.22,0.48
0,1551,625,Henson Group,62692.4,1.65,0.18,0.63,0.75,-1.47,0.45,0.12
0,1552,1879,Owens-Keller,28332.8,1.51,2.4,0.39,1.1,0.89,-2.01,0.71
0,1553,17,Mcintosh-Franklin,42343.16,0.64,0.14,0.91,0.17,-0.5,0.77,-0.74
1,1554,248,David Day and Strong,40334.65,2.13,0.1,1,1.33,-2.03,0.9,0.33
0,1555,165,Molina Inc,37733.33,0.74,1.81,0.3,1.73,1.07,-1.51,1.43
0,1556,292,Klein LLC,66835.09,0.54,2.3,1.41,0.89,1.76,-0.89,-0.52
0,1557,1280,Burch Group,56054.87,1.2,1.43,1.04,1.67,0.23,-0.39,0.63
0,1558,2953,Smith Palmer and Johnson,42819.43,0.17,2.47,0.4,0.94,2.3,-2.07,0.54
0,1559,842,Elliott-Rojas,79075.08,1.94,2.35,0.15,0.75,0.41,-2.2,0.6
0,1560,262,Chavez-Martinez,61430.01,0.84,2.1,1.07,0.09,1.26,-1.03,-0.98
0,1561,280,Davis Perry and Williams,66670.29,2,2.18,0.41,1.94,0.18,-1.77,1.53
0,1562,251,Lewis Ward and Walker,68188.72,1.06,0.54,0.63,0.23,-0.52,0.09,-0.4
0,1563,810,Reynolds Group,6145.01,1.09,2.05,1.39,1.38,0.96,-0.66,-0.01
0,1564,2476,Rose Ltd,9340.1,0.98,1.95,1.5,1.99,0.97,-0.45,0.49
0,1565,1559,Webb Gordon and Cook,60586.13,1.2,0.76,0.05,0.57,-0.44,-0.71,0.52
0,1566,249,Hatfield-Boyd,21513.88,0.88,1.71,1.92,1.26,0.83,0.21,-0.66
0,1567,904,Chan Mendoza and Williamson,40663.42,1.45,0.56,1.22,1.35,-0.89,0.66,0.13
0,1568,930,Alvarado and Sons,55159.97,1.05,1.66,2.43,2.01,0.61,0.77,-0.42
0,1569,1472,Quinn Taylor and Gregory,22501.46,0.53,1.2,2.39,1.43,0.67,1.19,-0.96
0,1570,2115,Steele-Garcia,70885.86,0.52,1.51,0.74,0.06,0.99,-0.77,-0.68
0,1571,2610,Wright Pearson and Harris,9865.15,0.98,0.84,1.44,1.05,-0.14,0.6,-0.39
0,1572,1043,Paul Huff and Haley,65140.06,1.46,0.49,1.79,1.73,-0.97,1.3,-0.06
0,1573,2657,Meyers-Tanner,63762.7,1.61,2.35,1.91,0.92,0.74,-0.44,-0.99
0,1574,624,Mcguire PLC,41496.74,2.05,0.7,2.41,0.18,-1.35,1.71,-2.23
0,1575,945,Alvarado-Morales,44670.7,0.79,1.01,2.16,0.83,0.22,1.15,-1.33
0,1576,72,Davis and Sons,37227.25,0.77,1.46,0.44,2.39,0.69,-1.02,1.95
0,1577,2531,Williams Inc,74103.67,2.33,2.29,0.22,0.98,-0.04,-2.07,0.76
0,1578,2261,Dillon LLC,72387.85,1.86,1.86,1.79,1.84,0,-0.07,0.05
0,1579,549,Smith Carr and Nelson,61718.38,1.42,0.9,0.71,0.27,-0.52,-0.19,-0.44
0,1580,2270,Wright Moreno and Shelton,24513.12,1.95,1.58,0.31,1.98,-0.37,-1.27,1.67
0,1581,1413,Taylor and Sons,66088.32,0.16,1.6,0.48,0.13,1.44,-1.12,-0.35
0,1582,590,Johnson Hansen and Harper,23465.78,2.07,1.53,2.21,1.18,-0.54,0.68,-1.03
0,1583,2863,Roy Inc,53136.17,2.2,0.24,1.15,0.2,-1.96,0.91,-0.95
0,1584,2593,Rush-Lowery,43414.66,0.41,0.14,0.42,1.82,-0.27,0.28,1.4
0,1585,2116,Hurley LLC,75880.45,0.04,1.3,1.43,0.14,1.26,0.13,-1.29
0,1586,1384,Brown Ltd,61387.61,0.09,2.39,1.13,1.55,2.3,-1.26,0.42
0,1587,1417,Wright LLC,64786.85,0.21,1.96,2.35,1.73,1.75,0.39,-0.62
0,1588,2243,Strickland-Baker,17166.3,1.5,1.3,2.14,0.39,-0.2,0.84,-1.75
0,1589,2801,Smith Hartman and Williams,60404.75,1.78,0.05,0.28,1.85,-1.73,0.23,1.57
0,1590,2407,Williams LLC,28236.09,1.71,2.27,0.44,0.7,0.56,-1.83,0.26
0,1591,1713,Jones-Sexton,79733,0.83,2,2.07,1.26,1.17,0.07,-0.81
0,1592,2986,Weaver Rivera and Klein,16266.22,1.62,1.76,2.04,1,0.14,0.28,-1.04
0,1593,2601,Jones-Whitaker,12241.1,0.44,0.8,0.43,0.46,0.36,-0.37,0.03
0,1594,796,Matthews Henry and Evans,46900.69,0.09,0.81,0.23,0.57,0.72,-0.58,0.34
0,1595,2557,Ball-Hatfield,66196.59,0.09,0.93,1.32,2.31,0.84,0.39,0.99
0,1596,548,Yang Ltd,73305.08,1.33,0.5,0.31,0.73,-0.83,-0.19,0.42
0,1597,1092,Pierce Ferguson and Booker,7192.6,1.55,0.27,0.26,1.73,-1.28,-0.01,1.47
0,1598,1064,Hatfield Cross and Robinson,59947.84,2.22,2.41,0.71,1.07,0.19,-1.7,0.36
0,1599,1121,Richmond Inc,30078.53,1.64,0.36,2.39,2.32,-1.28,2.03,-0.07
0,1600,2329,Johnson PLC,14592.04,0.85,0.81,1,2.38,-0.04,0.19,1.38
0,1601,2545,Smith PLC,7977.9,2.16,2.42,1.02,2,0.26,-1.4,0.98
0,1602,959,Bell Evans and Stark,9183.82,1.49,2.07,0.28,0.84,0.58,-1.79,0.56
0,1603,2048,Sanchez-Richardson,16785.5,0.03,2.41,2,0.19,2.38,-0.41,-1.81
0,1604,2991,Hernandez Group,20943.4,2.21,0.6,2.19,1.62,-1.61,1.59,-0.57
0,1605,581,Ramirez Group,28538.84,1.24,2.49,1.89,2.1,1.25,-0.6,0.21
0,1606,490,Green Ltd,75248.51,1.44,0.81,0.98,2.34,-0.63,0.17,1.36
1,1607,1527,Davis LLC,77049.65,0.96,0.08,1.11,1.81,-0.88,1.03,0.7
0,1608,2729,Jackson Miles and Rodriguez,49174.31,0.86,2,1.66,2.09,1.14,-0.34,0.43
1,1609,2305,Clark Fleming and Brown,27882.23,1.74,0.16,1.01,0.74,-1.58,0.85,-0.27
0,1610,822,Jones Wyatt and Fernandez,31733.61,0.16,2.07,1.87,0.35,1.91,-0.2,-1.52
0,1611,234,Estrada Carter and Fisher,11485.36,1.73,1.38,0.66,0.11,-0.35,-0.72,-0.55
0,1612,2249,Long Inc,62388.07,1.26,1.38,2.37,0.61,0.12,0.99,-1.76
0,1613,2307,Jackson-Flores,26477.69,2.05,1.05,1.92,0.06,-1,0.87,-1.86
0,1614,2740,Lane Blair and Grant,74817.43,1.67,1.68,0.69,2.38,0.01,-0.99,1.69
0,1615,2698,Morris-Gillespie,14356.84,0.01,2.04,1.35,0.98,2.03,-0.69,-0.37
0,1616,1740,Boyer Brewer and Skinner,20940.46,1.67,0.24,2.47,2.06,-1.43,2.23,-0.41
0,1617,932,Jones Alvarez and Moore,33014.62,1.81,2,1.39,1.82,0.19,-0.61,0.43
1,1618,1139,Mccarty Mitchell and Garcia,44153.71,1.43,0.17,1.81,1.76,-1.26,1.64,-0.05
0,1619,201,Stokes and Sons,25390.59,1.35,2.03,2.26,0.25,0.68,0.23,-2.01
0,1620,2260,Chase Lawrence and Wood,13226.9,1.62,2.42,0.59,1.98,0.8,-1.83,1.39
0,1621,2789,Green Davis and Schmitt,55869.12,1.81,1.42,0.61,0.26,-0.39,-0.81,-0.35
0,1622,1008,Carter Group,23135.47,1.35,0.81,1.76,0.62,-0.54,0.95,-1.14
0,1623,317,Newton-Peterson,77353.01,1.94,0.68,2.13,1.27,-1.26,1.45,-0.86
0,1624,1992,Weaver Rogers and Chen,37297.4,0.77,1.47,0.94,2.12,0.7,-0.53,1.18
0,1625,469,Cantu-Wood,31036.92,0.77,0.79,1.91,1.71,0.02,1.12,-0.2
0,1626,401,Barajas-Shelton,10709.39,1.56,0.53,1.18,0.25,-1.03,0.65,-0.93
0,1627,300,Colon PLC,25688.66,1.91,2.35,1.44,1.84,0.44,-0.91,0.4
0,1628,577,Reynolds Barrett and Grimes,68511.62,0.96,0.8,0.19,0.1,-0.16,-0.61,-0.09
0,1629,156,Ross-Brown,16830.26,0.28,2.43,1.33,2.43,2.15,-1.1,1.1
0,1630,694,Macias Hutchinson and Washington,46682.37,0.08,2.1,2.38,1.51,2.02,0.28,-0.87
0,1631,2437,Murray Smith and Williams,26036.13,2,2.49,1.41,2.27,0.49,-1.08,0.86
0,1632,937,Carson-Gomez,76686.93,2.34,1.6,0.36,1.01,-0.74,-1.24,0.65
0,1633,1259,Aguirre and Sons,16851.82,1.94,1.13,1.5,1.63,-0.81,0.37,0.13
0,1634,2247,Short and Sons,29060.78,1.47,1.93,0.81,0.4,0.46,-1.12,-0.41
1,1635,907,Sharp-King,55314.84,1.97,0.12,1.33,2.17,-1.85,1.21,0.84
0,1636,2722,Patterson Blake and Chapman,30531.08,1.3,1.31,0.78,0.32,0.01,-0.53,-0.46
0,1637,2802,Mcdonald-Brown,24409.46,2.19,1.8,0.3,0.22,-0.39,-1.5,-0.08
0,1638,1343,Bell Martinez and House,11552.3,1.54,1.36,1,0.11,-0.18,-0.36,-0.89
0,1639,2982,Williams Douglas and Hooper,71941.04,1.59,1.23,0.37,2.12,-0.36,-0.86,1.75
0,1640,242,Clayton-Williams,43670.56,0.21,0.29,0.02,0.68,0.08,-0.27,0.66
0,1641,1485,Martinez-Brown,61086.34,2.35,2,2.4,0.47,-0.35,0.4,-1.93
0,1642,172,Whitaker-Bryant,66824.47,0.3,2.43,0.94,2.25,2.13,-1.49,1.31
0,1643,1223,Mccarthy Jones and Burke,19375.8,0.1,0.65,0.26,1.87,0.55,-0.39,1.61
0,1644,420,Kane Bowers and Herman,65177.63,1.11,1.17,1.05,0.62,0.06,-0.12,-0.43
0,1645,190,Barnett Jones and Sanders,63986.09,0.89,1.09,0.27,1.45,0.2,-0.82,1.18
0,1646,2957,Carpenter-Kline,54518.59,2.19,0.89,1.69,0.05,-1.3,0.8,-1.64
0,1647,759,Jackson-Mccormick,53178.94,2.02,0.71,0.88,0.24,-1.31,0.17,-0.64
0,1648,2266,Brown Gamble and Taylor,32116.58,1.87,0.55,0.37,1.76,-1.32,-0.18,1.39
0,1649,2353,Rhodes-Robles,75013.2,0.49,1.58,1.94,0.46,1.09,0.36,-1.48
0,1650,2522,Foster-Wright,2113,0.17,1.41,2.47,2.42,1.24,1.06,-0.05
0,1651,1551,Davis Hood and Lester,46517.81,0.66,1.7,1.12,0.53,1.04,-0.58,-0.59
0,1652,2550,Blanchard-Coffey,66506.06,1.18,1.89,0.83,1.65,0.71,-1.06,0.82
0,1653,1872,Jackson Miles and Wilcox,66768.53,2.39,2.46,0.4,1.87,0.07,-2.06,1.47
0,1654,312,Kennedy Ltd,26357.06,1.12,1.76,2.47,1.28,0.64,0.71,-1.19
0,1655,417,Cohen Ltd,10525.36,0.95,0.31,1.35,1.03,-0.64,1.04,-0.32
0,1656,2710,Thompson Inc,27927.22,1.28,1.33,1.05,2.23,0.05,-0.28,1.18
0,1657,274,David Brown and Wilson,22875.48,0.04,1.26,1.52,0.36,1.22,0.26,-1.16
0,1658,2195,Vasquez Adams and Huber,18196.27,1.64,2.43,1.97,0.78,0.79,-0.46,-1.19
0,1659,2833,Pineda-Garcia,47320.07,0.53,1.34,1.95,2.06,0.81,0.61,0.11
0,1660,898,Gray-Schwartz,17836.35,0.67,1.55,0.86,1.14,0.88,-0.69,0.28
0,1661,886,Taylor Ayala and Cook,4475.27,1.18,2.49,1.82,0.37,1.31,-0.67,-1.45
0,1662,295,Bennett-Taylor,35565.08,0.62,0.22,1.39,0.4,-0.4,1.17,-0.99
0,1663,428,Mccoy Inc,12072.09,0.76,2.12,0.34,2.09,1.36,-1.78,1.75
0,1664,1976,Carter Jordan and Lopez,61311.24,1.56,2.4,1.01,1.49,0.84,-1.39,0.48
0,1665,2168,Ferguson Davis and Nelson,36738.77,0.44,2.02,1.58,2.41,1.58,-0.44,0.83
0,1666,191,Walker Inc,63638.68,0.84,2.44,2.49,2.07,1.6,0.05,-0.42
0,1667,1627,Ferguson and Sons,43011.2,0.2,0.53,1.15,0.69,0.33,0.62,-0.46
0,1668,1663,Graves Inc,28776.42,0.81,0.57,1.54,0.61,-0.24,0.97,-0.93
0,1669,2677,Garcia-Smith,70342.82,1.49,1.76,1.23,1.6,0.27,-0.53,0.37
0,1670,2126,Armstrong and Sons,70756.55,1.81,2.41,0.54,0.9,0.6,-1.87,0.36
0,1671,2662,Sanchez PLC,24356.03,0.8,1.71,0.98,1.57,0.91,-0.73,0.59
0,1672,1878,Walker Ltd,48490.76,1.16,2.43,0.53,1.99,1.27,-1.9,1.46
0,1673,380,Davis-Vasquez,14603.3,0.23,0.94,2.49,2.1,0.71,1.55,-0.39
0,1674,582,Roberts PLC,33396.45,1.85,1.99,1.64,1.52,0.14,-0.35,-0.12
0,1675,1377,Thompson Evans and Jordan,49720.82,1.74,1.28,1.27,0.67,-0.46,-0.01,-0.6
0,1676,1055,Gutierrez Ltd,2619.65,1.44,0.54,2.48,1.8,-0.9,1.94,-0.68
0,1677,2462,May-Kline,16677.84,2.43,1.98,1.71,1.38,-0.45,-0.27,-0.33
0,1678,2139,Jones Group,1540.73,0.17,1.83,1.85,1.81,1.66,0.02,-0.04
0,1679,500,Nguyen Russo and Wiggins,61665.44,1.97,2.39,1.32,1.64,0.42,-1.07,0.32
0,1680,880,Henry-Moon,74393.28,2.22,0.28,1.32,1.82,-1.94,1.04,0.5
0,1681,2022,House Group,20660.32,2.33,1.12,0.19,1.01,-1.21,-0.93,0.82
0,1682,474,Long-Thomas,41647.94,0.38,0.64,2.25,0.57,0.26,1.61,-1.68
0,1683,2739,Fitzpatrick Stevenson and Chen,2555.95,1.64,0.5,0.97,2.43,-1.14,0.47,1.46
0,1684,862,Nichols Ltd,30686.52,2.29,2.44,1.65,1.65,0.15,-0.79,0
0,1685,1603,Roth Inc,79709.62,2.3,1.21,1.11,1.6,-1.09,-0.1,0.49
0,1686,1880,Brown-Dyer,19639.7,1.89,1.23,1.45,0.72,-0.66,0.22,-0.73
0,1687,2907,Davidson-Martinez,57490.32,0.49,1.27,1.23,1.37,0.78,-0.04,0.14
1,1688,1619,Wood Taylor and Graham,4338.61,0.92,0.07,2.17,1.76,-0.85,2.1,-0.41
0,1689,1179,Burgess Williams and Hickman,43601.05,1.19,0.38,1.22,0.52,-0.81,0.84,-0.7
0,1690,1764,Fields Inc,15853.67,1.49,1.3,2.37,0.02,-0.19,1.07,-2.35
0,1691,1068,Stevens and Sons,37119.57,0.42,1.2,1.24,1.41,0.78,0.04,0.17
0,1692,1410,Fisher LLC,66339,0.95,0.07,0.9,0.3,-0.88,0.83,-0.6
0,1693,2016,Cooper PLC,1320.68,2.49,1.97,0.07,1.78,-0.52,-1.9,1.71
0,1694,1184,Smith Moran and Cooper,31520.71,2.25,0.46,2,0.71,-1.79,1.54,-1.29
0,1695,519,Murphy Gonzalez and Perkins,51223.99,0.78,0.32,1.49,1.74,-0.46,1.17,0.25
0,1696,1374,Mitchell-Reed,60215.49,2.26,2.46,0.41,1.55,0.2,-2.05,1.14
0,1697,2859,Cameron-Davis,13260.74,0.81,0.47,0.94,2.2,-0.34,0.47,1.26
0,1698,2358,Finley Carey and Edwards,12812.77,2.26,0.66,0.09,0.13,-1.6,-0.57,0.04
0,1699,1058,Stone Jones and Hutchinson,9586.91,1.14,2.31,0.23,0.77,1.17,-2.08,0.54
0,1700,692,Perry-Washington,10920.37,1.99,0.41,1.68,0,-1.58,1.27,-1.68
0,1701,1419,Hughes PLC,14779.87,1.24,1.09,1.23,2.25,-0.15,0.14,1.02
0,1702,2865,Green Ltd,47973.55,1.92,2.25,1.85,0.93,0.33,-0.4,-0.92
0,1703,2216,King-Murphy,34203.3,0.47,0.04,1.25,0.31,-0.43,1.21,-0.94
0,1704,2875,Conley Group,62777.33,0.54,1.37,1.61,1.85,0.83,0.24,0.24
0,1705,170,Bruce-Boone,19568.47,1.1,2.44,1.35,2.29,1.34,-1.09,0.94
0,1706,2877,Pennington Cox and Brooks,78566.67,1.43,1.03,0.78,2.18,-0.4,-0.25,1.4
0,1707,476,Williams Crawford and Meyer,46548.08,2.15,0.88,0.07,1.36,-1.27,-0.81,1.29
0,1708,2446,Garcia-Peters,15137,1.76,1.98,1.06,1.73,0.22,-0.92,0.67
0,1709,755,Hall LLC,44017.36,0.09,1.28,0.01,0.74,1.19,-1.27,0.73
0,1710,2057,Contreras and Sons,35081.12,0.77,2.3,0.27,0.86,1.53,-2.03,0.59
0,1711,2639,Johnson Group,15808.93,0.29,2.09,2.5,0.81,1.8,0.41,-1.69
0,1712,1597,Jones Vincent and Lopez,38703.56,0.72,0.46,1.11,0.82,-0.26,0.65,-0.29
0,1713,2822,Martinez-Wood,59034.73,1.86,0.75,1.37,0.33,-1.11,0.62,-1.04
0,1714,2589,Dougherty Mclaughlin and Wall,50687.55,2.35,1.7,0.8,1.83,-0.65,-0.9,1.03
0,1715,2506,Robinson-Martin,66454.81,2.49,1.69,1.48,0.18,-0.8,-0.21,-1.3
0,1716,893,Moon Ltd,58029.25,0.41,1.32,1.06,2.5,0.91,-0.26,1.44
0,1717,2711,Lopez Zuniga and Ramirez,39176.85,0.71,1.78,0.26,1.08,1.07,-1.52,0.82
0,1718,450,Sparks-Martin,68380.6,2.46,1.15,1.31,0.32,-1.31,0.16,-0.99
0,1719,2497,Ramos Mooney and Anderson,38024.32,0.95,1.66,0.44,1.51,0.71,-1.22,1.07
0,1720,1323,Harrison and Sons,77499.1,1.92,0.06,2.29,1.22,-1.86,2.23,-1.07
0,1721,2709,Shaffer-Hall,79213.16,1.79,2.09,1.63,2.49,0.3,-0.46,0.86
0,1722,558,Alvarado Gardner and Cunningham,71513.9,1.75,1.93,0.76,1.68,0.18,-1.17,0.92
0,1723,2390,Johnson-Martin,33689.28,2.07,0.2,1.21,0.85,-1.87,1.01,-0.36
0,1724,1260,Bridges Rogers and Johnson,75916.13,0.95,2.05,1.95,2.3,1.1,-0.1,0.35
0,1725,1162,Elliott-Best,65638.04,1.61,1.1,2.29,0.96,-0.51,1.19,-1.33
0,1726,323,Vasquez Ltd,64404.48,0.98,1.47,2.04,1.36,0.49,0.57,-0.68
0,1727,2861,Hunter-Hughes,48964.23,2.45,1.47,2.11,0.3,-0.98,0.64,-1.81
0,1728,751,Scott Inc,5598.73,1.82,1.02,1.9,1.24,-0.8,0.88,-0.66
0,1729,1741,Caldwell Lopez and Montes,51257.66,1.25,1.53,0.71,1.29,0.28,-0.82,0.58
0,1730,14,Riley Kelley and Calderon,28808.06,1.44,0.92,2.49,1.07,-0.52,1.57,-1.42
0,1731,2076,May LLC,40923.11,1.95,0.36,1.78,2.05,-1.59,1.42,0.27
0,1732,2669,Woodard Salas and Smith,11437.21,1.12,0.87,2.41,1.84,-0.25,1.54,-0.57
0,1733,2481,Johnson and Sons,55021.29,1.45,1.71,0.61,1.84,0.26,-1.1,1.23
0,1734,1534,Carter Perez and Pope,65137.29,0.48,1.53,0.85,1.22,1.05,-0.68,0.37
1,1735,232,Williamson Preston and Cabrera,41446.15,1.61,0.05,0.53,2.24,-1.56,0.48,1.71
0,1736,85,Lamb Flores and Ritter,22991.05,1.87,0.62,0.68,0.35,-1.25,0.06,-0.33
0,1737,2366,Wilson Aguilar and Evans,39444.47,1.07,1.74,0.12,1.17,0.67,-1.62,1.05
0,1738,357,Jenkins LLC,70328.14,2.24,1.89,0.08,1.11,-0.35,-1.81,1.03
0,1739,70,Romero-Golden,47712.07,0,0.7,0.59,1.98,0.7,-0.11,1.39
0,1740,257,Perry Collins and Thompson,21544.02,1.82,0.63,1.68,1.1,-1.19,1.05,-0.58
0,1741,1206,Moore LLC,40908.8,1.55,0.33,1.49,1.39,-1.22,1.16,-0.1
0,1742,995,Henderson Inc,11507.42,0.67,1.39,0.97,0.58,0.72,-0.42,-0.39
0,1743,2185,Phillips Group,21974.32,2.46,2.45,0.61,1.16,-0.01,-1.84,0.55
0,1744,1996,Jones Inc,64278.84,1.94,0.83,2.41,1.97,-1.11,1.58,-0.44
0,1745,329,Walker Hernandez and Acosta,18195.45,0.35,1.18,2.18,1.99,0.83,1,-0.19
0,1746,1686,Mendoza-Martinez,25872.54,2.08,0.11,1.51,0.27,-1.97,1.4,-1.24
